id,clee,nom_estab,nombre_act,per_ocu,nom_vial,cod_postal,entidad,municipio,localidad
6195356,07101621111002901000000000U0,CENTRO MEDICO LA TERRAZA,Consultorios de medicina general del sector privado,0 a 5 personas,DECIMA PRIMERA PONIENTE SUR,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
419824,07101621113002321000000000U7,CENTRO MEDICO LAS TERRAZAS,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA PRIMERA PONIENTE SUR,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
6195355,07101621111002451001000000U6,CENTRO MEDICO LAS TERRAZAS,Consultorios de medicina general del sector privado,6 a 10 personas,DECIMA PRIMERA PONIENTE SUR,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
6940326,07068621111000161000000000U4,CENTRO MEDICO MARIAANGEL,Consultorios de medicina general del sector privado,0 a 5 personas,DOCTOR BELISARIO DOMINGUEZ,29520,CHIAPAS,Pichucalco,Pichucalco
459166,07101621113001771000000000U4,CENTRO MEDICO OCONTOLOGICO Y GASTROINTESTINAL,Consultorios de medicina especializada del sector privado,0 a 5 personas,NOVENA PONIENTE NORTE,29037,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
451416,07089621111001491000000000U0,CENTRO MEDICO QUIRURGICA,Consultorios de medicina general del sector privado,0 a 5 personas,OCTAVA NORTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
468596,07017621111000152001000000U0,CENTRO MEDICO ROMA,Consultorios de medicina general del sector privado,6 a 10 personas,QUINTA PONIENTE,30400,CHIAPAS,Cintalapa,Cintalapa de Figueroa
7222530,07019621111000871000000000S1,CENTRO MEDICO SALUD CEIC,Consultorios de medicina general del sector privado,0 a 5 personas,PRIMERA NORTE PONIENTE,30020,CHIAPAS,Comitán de Domínguez,Comitán de Domínguez
479871,07061621391000011010000000U4,CENTRO MEDICO SAN JUAN,Consultorios de medicina general del sector privado,0 a 5 personas,PRIMERA PONIENTE SUR,29140,CHIAPAS,Ocozocoautla de Espinosa,Ocozocoautla de Espinosa
8055908,07030621111000071000000000U5,CENTRO MEDICO SANTA FE,Consultorios de medicina general del sector privado,0 a 5 personas,PRIMERA PONIENTE NORTE,30120,CHIAPAS,Chicomuselo,Chicomuselo
369992,07101621111000591000000000U1,CENTRO MEDICO SIGLO XX1,Consultorios de medicina general del sector privado,0 a 5 personas,QUINTA NORTE PONIENTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
519293,07089621113001021000000000U1,CENTRO OFTALMOLOGICO CHIAPAS,Consultorios de medicina especializada del sector privado,0 a 5 personas,QUINTA NORTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
451625,07089621113000721000000000U7,CENTRO OFTALMOLOGICO ROSALES TIRADO,Consultorios de medicina especializada del sector privado,0 a 5 personas,SEXTA ORIENTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
519266,07089621113000071000000000U7,CENTRO PEDIATRICO NEONATAL,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA TERCERA ORIENTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
7218868,07101621115000022000000000U8,CERECAN CLINICA DE ESPECIALIDADES,Clínicas de consultorios médicos del sector privado,6 a 10 personas,SANTA ROSA,29039,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
8192213,07101621113004631000000000U7,CIRUGIA GASTROINTESTINAL Y LAPAROSCOPIA,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA SEXTA PONIENTE NORTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
420165,07101621111002141000000000U3,CIRUGIA GENERAL,Consultorios de medicina general del sector privado,0 a 5 personas,SEGUNDA SUR PONIENTE,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
461498,07101621113000341000000000U7,CIRUGIA GENERAL Y CARDIOVASCULAR,Consultorios de medicina especializada del sector privado,0 a 5 personas,PRIMERA NORTE ORIENTE,29047,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
368380,07101621113000731000000000U9,CIRUGIA GENERAL Y GASTROENTEROLOGO,Consultorios de medicina especializada del sector privado,0 a 5 personas,SEGUNDA ORIENTE NORTE,29000,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
8192253,07101621113004641000000000U6,CIRUGIA GENERAL Y LAPAROSCOPIA,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA SEXTA PONIENTE NORTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
369913,07101621113002761000000000U4,CIRUGIA PEDIATRICA Y TRANSPLANTE,Consultorios de medicina especializada del sector privado,0 a 5 personas,DÉCIMA SEXTA PONIENTE NORTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
418916,07101621113002371000000000U2,"CIRUGIA PLASTICA, ESTETICA RECONSTRUCTIVA",Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA SEXTA PONIENTE NORTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
458514,07101621113001461000000000U2,CIRUJANO GENERAL,Consultorios de medicina especializada del sector privado,0 a 5 personas,TERCERA NORTE PONIENTE,29000,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
6195846,07089621113001391000000000U8,CIRUJANO GENERAL Y GASTROENTEROLOGO SIN NOMBRE,Consultorios de medicina especializada del sector privado,0 a 5 personas,QUINTA SUR,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
461644,07101621113001021000000000U4,CIRUJANO MEDICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,PRIMERA PONIENTE NORTE,29037,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
7229917,07101621113004001000000000U3,CIRUJANO OFTALMOLOGO,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA SEXTA PONIENTE NORTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
368565,07101621113001321000000000U8,CIRUJANO OFTALMOLOGO,Consultorios de medicina especializada del sector privado,0 a 5 personas,CENTRAL PONIENTE,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
418900,07101621113002601000000000U2,CIRUJANO OFTANMÓLOGO-LASER OPTICA ESPECIALIZADA,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA SEXTA PONIENTE NORTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
419028,07101621113003161000000000U6,CIRUJANO UROLOGO,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA OCTAVA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
418905,07101621111001851000000000U8,CIRUJANO UROLOGO,Consultorios de medicina general del sector privado,0 a 5 personas,DECIMA SEXTA PONIENTE NORTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
7229915,07101621113003981000000000U7,CIRUJANO UROLOGO,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA SEXTA PONIENTE NORTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
8062356,07089621113002021000000000U0,CLINA ESPECIALIZADA NEURO CIRUJANO,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA PRIMERA SUR,30705,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
9277174,07101621111004041000000000U3,CLINEXT,Consultorios de medicina general del sector privado,0 a 5 personas,SEGUNDA ORIENTE NORTE,29000,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
7735000,07057621116000011000000000U3,CLINICA,Clínicas de consultorios médicos del sector público,0 a 5 personas,DECIMA QUINTA NORTE,30900,CHIAPAS,Motozintla,Motozintla de Mendoza
512097,07089621111001091000000000U8,CLINICA  SIN NOMDRE,Consultorios de medicina general del sector privado,0 a 5 personas,CUARTA PONIENTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
6196972,07101621111001532000000000U4,CLINICA ANGELES,Clínicas de consultorios médicos del sector privado,0 a 5 personas,OCTAVA ORIENTE SUR,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
8965091,07101621113005211000000000U7,CLINICA BITA CONSULTORIO EDOSCOPIA Y TAPAROSCOPIA AVANZADA,Consultorios de medicina especializada del sector privado,0 a 5 personas,OCTAVA PONIENTE SUR,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
376208,07101621111001011000000000U9,CLINICA BOULEVARES,Consultorios de medicina general del sector privado,0 a 5 personas,DOCTOR BELISARIO DOMINGUEZ,29020,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
435604,07009621111000172000000000U5,CLINICA CENTRAL,Consultorios de medicina general del sector privado,6 a 10 personas,SEXTA SUR,30450,CHIAPAS,Arriaga,Arriaga
512736,07089621111000541000000000U3,CLINICA CENTRAL DEL SURESTE,Consultorios de medicina general del sector privado,0 a 5 personas,CENTRAL NORTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
8021533,07101621113004941000000000U0,CLINICA CON SALUD,Consultorios de medicina especializada del sector privado,0 a 5 personas,ROSARIO SABINAL,29057,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
459216,07101621111003102001000000U4,CLINICA CONCEPCION CIRUJANO DENTAL,Consultorios de medicina general del sector privado,0 a 5 personas,QUINTA NORTE PONIENTE,29000,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
376704,07101622111000102001000000U6,CLINICA CREARH,Consultorios de medicina general del sector privado,11 a 30 personas,NINGUNO,29027,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
369919,07101622111000092010000000U9,CLINICA DAVID,Clínicas de consultorios médicos del sector privado,6 a 10 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
7667866,07101621113004281000000000U1,CLINICA DE ANGIOLOGIA,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA SEXTA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
368817,07101621113001401000000000U8,CLINICA DE CATARATAS,Clínicas de consultorios médicos del sector privado,0 a 5 personas,CUARTA SUR PONIENTE,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
523118,07101622311000161000000000U8,CLINICA DE COLON Y RECTO,Clínicas de consultorios médicos del sector privado,0 a 5 personas,VIGESIMA PRIMERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
491665,07065621113000061000000000U8,CLINICA DE COLPOSCOPIA,Consultorios de medicina especializada del sector privado,0 a 5 personas,SEXTA NORTE PONIENTE (12 OCTUBRE),29960,CHIAPAS,Palenque,Palenque
366492,07101622311000171001000000U7,CLINICA DE COLPOSCOPIA DE DISPLASIAS,Consultorios de medicina especializada del sector privado,6 a 10 personas,CUARTA SUR PONIENTE,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
7091767,07078621115000023000000000U6,CLINICA DE CONSULTA EXTERNA 24 HORAS LA ISLA,Clínicas de consultorios médicos del sector privado,11 a 30 personas,DOCTOR MANUEL VELASCO SUAREZ,29240,CHIAPAS,San Cristóbal de las Casas,San Cristóbal de las Casas
370146,07101931610000825011000000U9,CLINICA DE CONSULTA EXTERNA DE TUXTLA GUTIERREZ,Clínicas de consultorios médicos del sector público,101 a 250 personas,SEGUNDA SUR PONIENTE,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
370184,07101622311000011000000000U5,CLINICA DE DETECCION OPORTUNA DE CANCER,Clínicas de consultorios médicos del sector privado,0 a 5 personas,CINTALAPA,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
425375,07101621116000023001000000U4,CLINICA DE DIAGNOSTICO DE LA MUJER PONIENTE,Clínicas de consultorios médicos del sector público,31 a 50 personas,SEGUNDA NORTE PONIENTE,29057,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
7073018,07015621111000091000000000U4,CLINICA DE DIAGNOSTICOS VIDA,Consultorios de medicina general del sector privado,0 a 5 personas,CENTRAL NORTE,30890,CHIAPAS,Cacahoatán,Cacahoatán
7083241,07019621115000011000000000U5,CLINICA DE DOLOR SAN MARCOS,Clínicas de consultorios médicos del sector privado,0 a 5 personas,TERCERA SUR ORIENTE (PROF. JESUS C. DURAN M.),30018,CHIAPAS,Comitán de Domínguez,Comitán de Domínguez
422311,07101621113003241010000000U6,CLINICA DE ESPECIALIDADES ADA,Clínicas de consultorios médicos del sector privado,0 a 5 personas,DECIMA CUARTA NORTE ORIENTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
432437,07008621111000051000000000U3,CLINICA DE ESPECIALIDADES EL ANGEL,Consultorios de medicina general del sector privado,0 a 5 personas,SEGUNDA ORIENTE NORTE,30370,CHIAPAS,Angel Albino Corzo,Jaltenango de la Paz (Angel Albino Corzo)
410745,07019931610000453010000000U4,CLÍNICA DE ESPECIALIDADES ISSTECH,Consultorios de medicina especializada del sector público,11 a 30 personas,SEGUNDA SUR ORIENTE (PROF. REYNALDO AVENDAÑO R.),30000,CHIAPAS,Comitán de Domínguez,Comitán de Domínguez
506833,07051621113000021000000000U2,CLINICA DE ESPECIALIDADES MEDICAS,Consultorios de medicina general del sector privado,0 a 5 personas,FRANCISCO SARABIA NORTE,30560,CHIAPAS,Mapastepec,Mapastepec
369918,07101621113003761000000000U3,CLINICA DE ESPECIALIDADES SANTA ELENA,Consultorios de medicina especializada del sector privado,0 a 5 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
369928,07101621113000571000000000U9,CLINICA DE ESPECIALIDADES SANTA ELENA,Consultorios de medicina especializada del sector privado,0 a 5 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
369922,07101621111000301000000000U5,CLINICA DE ESPECIALIDADES SANTA ELENA,Consultorios de medicina especializada del sector privado,0 a 5 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
7347962,07101621113004201000000000U9,CLINICA DE ESPECIALIDADES SANTA ELENA,Consultorios de medicina especializada del sector privado,0 a 5 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
6192713,07101621113000181000000000U7,CLINICA DE ESPECIALIDADES SANTA ELENA,Consultorios de medicina especializada del sector privado,0 a 5 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
419466,07101621113003521000000000U1,CLINICA DE ESPECIALIDADES SANTA ELENA CONSULTORIO DE GASTROENTEROLOGO,Consultorios de medicina especializada del sector privado,0 a 5 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
6192710,07101621113003811000000000U6,CLINICA DE ESPECIALIDADES SANTA ELENA CONSULTORIO DE OFTALMOLOGIA,Consultorios de medicina especializada del sector privado,0 a 5 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
6192711,07101621113001991000000000U8,CLINICA DE ESPECIALIDADES SANTA ELENA CONSULTORIO MEDICINA INTERNA,Consultorios de medicina especializada del sector privado,0 a 5 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
419469,07101621113002901000000000U6,CLINICA DE ESPECIALIDADES SANTA ELENA URÓLOGO,Consultorios de medicina especializada del sector privado,0 a 5 personas,VIGESIMA TERCERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
519991,07089621111000441000000000U6,CLINICA DE ESTERILIDAD E INFERTILIDAD,Clínicas de consultorios médicos del sector privado,0 a 5 personas,DECIMA SEPTIMA ORIENTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
9346519,07101621115000231000000000U5,CLINICA DE FRACTURAS Y ARTICULACIONES ARTICULARE,Clínicas de consultorios médicos del sector privado,0 a 5 personas,PERIFERICO SUR PONIENTE,,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
8103099,07097621113000191000000000U6,CLINICA DE HERIDAS Y ESTOMAS DE LA COSTA,Consultorios de medicina especializada del sector privado,0 a 5 personas,HIDALGO,30500,CHIAPAS,Tonalá,Tonalá
512709,07089621111001171000000000U8,CLINICA DE LA MUJER,Consultorios de medicina general del sector privado,0 a 5 personas,SEXTA NORTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
7071999,07089621116000013000000000U2,CLINICA DE LA MUJER,Clínicas de consultorios médicos del sector público,11 a 30 personas,ANTIGUO AEROPUERTO,30790,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
434377,07017621116000023001000000U2,CLINICA DE LA MUJER CINTALAPA DE FIGUEROA,Clínicas de consultorios médicos del sector público,6 a 10 personas,NINGUNO,30400,CHIAPAS,Cintalapa,Cintalapa de Figueroa
442759,07069621112000032001000000U3,CLINICA DE LA MUJER LICENCIADA ISABEL AGUILERA DE SABINES,Consultorios de medicina general del sector público,11 a 30 personas,TERCERA ORIENTE SUR,30540,CHIAPAS,Pijijiapan,Pijijiapan
361021,07099621111000011000000000U6,CLINICA DE LA MUJER MONTECRISTO,Consultorios de medicina general del sector privado,0 a 5 personas,CENTRAL NORTE,30160,CHIAPAS,La Trinitaria,La Trinitaria
9076946,07068621116000013000000000U6,CLINICA DE LA MUJER PICHUCALCO,Clínicas de consultorios médicos del sector público,11 a 30 personas,NINGUNO,29520,CHIAPAS,Pichucalco,Pichucalco
437192,07097621116000013000000000U5,CLINICA DE LA MUJER TONALA,Clínicas de consultorios médicos del sector público,11 a 30 personas,NINGUNO,30500,CHIAPAS,Tonalá,Tonalá
429397,07108621116000013001000000U0,CLINICA DE LA MUJER VIILLAFLORES,Clínicas de consultorios médicos del sector público,6 a 10 personas,TELEVISA,30470,CHIAPAS,Villaflores,Villaflores
494155,07107622112000011000000000U6,CLINICA DE LA SALUD NUEVO VICENTE GUERRERO,Clínicas de consultorios médicos del sector público,0 a 5 personas,PRIMERA ORIENTE NORTE,30533,CHIAPAS,Villa Corzo,Nuevo Vicente Guerrero
390545,07101621111001632000000000U2,CLINICA DE MATERNIDAD SANTA CECILIA,Consultorios de medicina general del sector privado,6 a 10 personas,SEPTIMA SUR ORIENTE,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
421911,07101621111002531000000000U5,CLINICA DE NUTRICION Y BARIATRIA,Consultorios de medicina general del sector privado,0 a 5 personas,DECIMA NORTE PONIENTE,29030,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
511093,07089722517000051010000000U9,CLINICA DE PLANIFICACION FAMILIAR MARIAS,Centros de planificación familiar del sector privado,0 a 5 personas,SEXTA NORTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
7346415,07101621113004121000000000U9,CLINICA DE REHABILITACION CONSULTORIO PEDIATRICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,BONAMPAK,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
9227071,07089621113002061000000000U6,CLINICA DE SANTA FE,Consultorios de medicina especializada del sector privado,0 a 5 personas,LAS PALMAS,30780,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
519593,07089621113000381001000000U0,CLINICA DE UROLOGIA DE LA COSTA,Consultorios de medicina especializada del sector privado,11 a 30 personas,CENTRAL NORTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
498894,07017621111000121000000000U5,CLINICA DEL CARMEN,Consultorios de medicina general del sector privado,0 a 5 personas,CENTRAL SUR,30400,CHIAPAS,Cintalapa,Cintalapa de Figueroa
419018,07101621111002041000000000U5,CLÍNICA DEL COLON Y RECTO,Consultorios de medicina general del sector privado,0 a 5 personas,VIGESIMA PRIMERA PONIENTE SUR,29060,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
483123,07061621111000041001000000U3,CLINICA DEL DOCTOR HERNANDEZ,Consultorios de medicina general del sector privado,6 a 10 personas,TERCERA PONIENTE SUR,29140,CHIAPAS,Ocozocoautla de Espinosa,Ocozocoautla de Espinosa
512742,07089621111000601000000000U5,CLINICA DEL DOLOR,Consultorios de medicina especializada del sector privado,0 a 5 personas,SEGUNDA NORTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
9301304,07101621115000181000000000U2,CLINICA DEL DOLOR E INHALOTERAPIA,Clínicas de consultorios médicos del sector privado,0 a 5 personas,QUINTA PONIENTE SUR,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
504577,07069622311000021000000000U3,CLINICA DEL DR. WALTER CHIU LARA,Consultorios de medicina general del sector privado,0 a 5 personas,PRIMERA ORIENTE NORTE,30540,CHIAPAS,Pijijiapan,Pijijiapan
471701,07101621113000801000000000U0,CLINICA DEL HIGADO,Consultorios de medicina especializada del sector privado,0 a 5 personas,CENTRAL SUR,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
351219,07025621112000011000000000U9,CLINICA DEL IMMS BIENESTAR,Clínicas de consultorios médicos del sector público,0 a 5 personas,CENTRAL,29690,CHIAPAS,Chapultenango,Chapultenango
350592,07005622112000011010000000U0,CLINICA DEL IMSS,Consultorios de medicina general del sector público,0 a 5 personas,CUAUHTEMOC,29700,CHIAPAS,Amatán,Amatán
504733,07105622112000011010000000U8,CLINICA DEL IMSS,Consultorios de medicina general del sector público,0 a 5 personas,BELISARIO DOMINGUEZ,30880,CHIAPAS,Unión Juárez,Unión Juárez
9180761,07085621112000011000000000U3,CLINICA DEL IMSS,Consultorios de medicina general del sector público,0 a 5 personas,NINGUNO,29780,CHIAPAS,Soyaló,Francisco Sarabia
374912,07111622112000032010000000U2,CLINICA DEL IMSS UNIDAD MEDICA RURAL N.203,Consultorios de medicina general del sector público,0 a 5 personas,CRESCENCIO ROSAS,29350,CHIAPAS,Zinacantán,Zinacantán
7773251,07118621112000011000000000U2,CLINICA DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL UNIDAD MEDICA RURAL 358,Consultorios de medicina general del sector público,0 a 5 personas,NINGUNO,29827,CHIAPAS,San Andrés Duraznal,San Andrés Duraznal
8093250,07089621113001841000000000U2,CLINICA DEL RIÑON DE TAPACHULA,Consultorios de medicina especializada del sector privado,0 a 5 personas,GUADALUPE,30770,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
430192,07108622112000091010000000U4,CLINICA DEL SEGURO SOCIAL NUM 312,Consultorios de medicina general del sector público,0 a 5 personas,SEGUNDA PONIENTE,30473,CHIAPAS,Villaflores,Villa Hidalgo
471735,07101621113002481000000000U9,CLÍNICA DERMATOLÓGICA SIN NOMBRE,Consultorios de medicina especializada del sector privado,0 a 5 personas,NOVENA SUR ORIENTE,29080,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
493382,07108621113000091000000000U3,CLINICA DOCTOR FARRERA GRAJALES,Clínicas de consultorios médicos del sector privado,0 a 5 personas,DECIMA TERCERA PONIENTE,30470,CHIAPAS,Villaflores,Villaflores
8756216,07017621113000101000000000U3,CLINICA DR. GEORGES BIRENBAAUM,Consultorios de medicina especializada del sector privado,0 a 5 personas,CUARTA PONIENTE,30400,CHIAPAS,Cintalapa,Cintalapa de Figueroa
7133207,07019621391000081000000000U5,CLINICA DR. LESTHER,Clínicas de consultorios médicos del sector privado,0 a 5 personas,SEXTA PONIENTE SUR,30068,CHIAPAS,Comitán de Domínguez,Comitán de Domínguez
422355,07101621111002151000000000U2,CLINICA ESTETICA BEAUTY,Consultorios de medicina general del sector privado,0 a 5 personas,NOVENA NORTE ORIENTE,29043,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
7457919,07012621111000151000000000U3,CLINICA GENERAL UNIDAD MEDICA GOVSA,Consultorios de medicina general del sector privado,0 a 5 personas,CENTRAL PONIENTE,29130,CHIAPAS,Berriozábal,Berriozábal
453640,07089621111000891000000000U2,CLINICA GERMATOLOGICA INTEGRAL,Consultorios de medicina general del sector privado,0 a 5 personas,DECIMA PRIMERA NORTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
453646,07089621111000921000000000U7,CLINICA GERONTOLOGICA INTEGRAL,Consultorios de medicina general del sector privado,0 a 5 personas,DECIMA PRIMERA NORTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
519377,07089621113001211001000000U8,CLINICA GUADALUPE,Clínicas de consultorios médicos del sector privado,6 a 10 personas,SEPTIMA ORIENTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
517127,07087621111000041000000000U8,CLINICA GUADALUPE,Consultorios de medicina general del sector privado,0 a 5 personas,CENTRAL NORTE,30840,CHIAPAS,Suchiate,La Libertad
8978616,07101621115000112000000000U7,CLINICA HOUSE DESING,Clínicas de consultorios médicos del sector privado,6 a 10 personas,JOSE MARIA PINO SUAREZ,29129,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
359741,07099622112000021010000000U2,CLINICA IMSS BIENESTAR,Clínicas de consultorios médicos del sector público,0 a 5 personas,BENITO JUAREZ,30160,CHIAPAS,La Trinitaria,Lázaro Cárdenas
7219055,07101621111003231000000000U1,CLINICA INTERLOMAS,Consultorios de medicina general del sector privado,0 a 5 personas,PRIMERA NORTE ORIENTE,29043,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
7219054,07101621111003221000000000U2,CLINICA INTERLOMAS,Consultorios de medicina general del sector privado,0 a 5 personas,PRIMERA NORTE ORIENTE,29043,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
484339,07061621112000021000000000U3,CLINICA ISSTECH,Consultorios de medicina general del sector público,0 a 5 personas,CENTRAL SUR,29140,CHIAPAS,Ocozocoautla de Espinosa,Ocozocoautla de Espinosa
476120,07012621111000041000000000U6,CLINICA JESUS DE NAZARET,Consultorios de medicina general del sector privado,0 a 5 personas,CENTRAL ORIENTE,29130,CHIAPAS,Berriozábal,Berriozábal
6978736,07026621111000011000000000U9,CLINICA JOSE MORRIS,Consultorios de medicina general del sector privado,0 a 5 personas,NAZARET,29870,CHIAPAS,Chenalhó,Chenalhó
7347003,07101621111003401000000000U0,CLÍNICA LA ROSA,Consultorios de medicina general del sector privado,0 a 5 personas,QUINTA ORIENTE SUR,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
472948,07101621111001781001000000U7,CLINICA LARROSA,Consultorios de medicina general del sector privado,11 a 30 personas,QUINTA ORIENTE SUR,29066,CHIAPAS,Tuxtla Gutiérrez,Tuxtla Gutiérrez
8062380,07089621115000041000000000U5,CLINICA LASER ANGIALOGO Y DINECOLOGIA,Clínicas de consultorios médicos del sector privado,0 a 5 personas,NOVENA ORIENTE,30700,CHIAPAS,Tapachula,Tapachula de Córdova y Ordóñez
490436,07108622111000021000000000U3,CLINICA MACIAS,Consultorios de medicina general del sector privado,0 a 5 personas,DECIMA SEGUNDA PONIENTE,30470,CHIAPAS,Villaflores,Villaflores
